package,organization,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,package_id,duration_median,project_age,num_users,crowd_pct,crowd,total_issues,gini_coefficient,avg_clustering,avg_min_path,nodes,total_contributors,avg_comments,avg_first_comment,avg_active_time,crowd_pct_2,issues_over_time,avg_clusteringXcrowd_pct,avg_min_pathXcrowd_pct,gini_coefficientXcrowd_pct,issues_per_user,avg_retention_time,giniXavg_min_path,giniXclustering,clusteringXavg_min_path,giniXavg_min_pathXcrowd_pct,giniXclusteringXcrowd_pct,clusteringXavg_min_pathXcrowd_pct,avg_clustering_2,avg_min_path_2,gini_coefficient_2,crowd_pct_3,avg_retention_time_resid
Codeception,Codeception,0.1804108042675131,0.015298920619458738,0.029829926022884805,0.020268733617123943,0.020839373049229483,0.021828097376561204,0.04514248085135666,0.0286563131559108,0.014383024400910485,0.03703689002129552,0.0442817910770922,0.027455360800414892,0.01093627650460059,0.012301501243484095,0.045742341083801034,0.01308764034773332,0.014694647332834827,0.03139392009379899,0.02314608643230583,0.015074013056862469,0.07848853527858562,0.02283277274744416,0.039140046276333565,0.19801701088919751,42d9a01820dc4f68bd401f6fdd7609a4,24.0,1755.0,121,0.5725190839694656,150,262,0.6060855508318901,0.6702849257386168,2.3722453746388843,1305,27,3.5789289464473217,14.7696884844242,44.79383969198461,0.32777810150923603,13.435897435897436,0.38375091168241415,1.3581557488390554,0.3469955443694026,2.165289256198347,28.6942148760331,1.4377836445964116,0.40625000843060205,1.5900803147736016,0.8231585751506173,0.23258588268927596,0.9103513252520619,0.449281881672423,5.62754811749558,0.36733969492719565,0.1876592184213183,0.2708834863165482
cogcomp-nlp,CogComp,0.04454450256516928,0.04170486926481935,0.023735679575197757,0.02218666510298628,0.023231185959691827,0.026730441273463815,0.04556128275710692,0.07058551199871843,0.0389442897366577,0.03834876874293551,0.08916920869670845,0.02841574327916225,0.026520040006283517,0.0273537110026516,0.06065915863233051,0.020914830499113045,0.041097496632388715,0.07671413628754553,0.034887729026835984,0.040408617200571526,0.0345774587252971,0.04379834930071445,0.01444757972998401,0.0534455653200498,61f9a58b55604f839f5861852cc0f730,25.0,1604.0,9,0.10526315789473684,4,38,0.5432085895965808,0.7066371137999153,1.8795355587808416,53,11,3.4497816593886466,18.831877729257602,15.8165938864629,0.011080332409972296,2.1321695760598502,0.07438285408420163,0.19784584829272014,0.05717985153648219,4.222222222222221,74.2222222222222,1.0209798599819624,0.38385134994385056,1.328149582541205,0.10747156420862762,0.04040540525724742,0.1398052192148637,0.4993360105994745,3.5326539167216104,0.29507557181150657,0.0011663507799970839,-0.7648827438370479
alpaka,ComputationalRadiationPhysics,0.033403010541362514,0.2094504734628745,0.017360603478404558,0.011474674367318152,0.033924573983919494,0.2123341883062884,0.017643024810933553,0.015114772222919525,0.018036927239293052,0.0377241729098993,0.01739722148132777,0.014840705283512803,0.022604260873603857,0.027823267720772756,0.0476454743925604,0.015784615484465445,0.016557168354102897,0.04464244718491543,0.032736696507310536,0.02728010988392357,0.03931711747108715,0.040268945384360405,0.014792185205373069,0.017014455324637568,75a36e1058b14c1e97f5429cb325759d,19.0,1935.0,13,0.017857142857142856,8,448,0.4021739130434783,0.8173653131968038,1.6587301587301588,28,11,4.230240549828179,13.695876288659802,21.539518900343598,0.0003188775510204081,20.83720930232558,0.01459580916422864,0.029620181405895687,0.007181677018633541,34.46153846153846,375.230769230769,0.667097998619738,0.3287230063943668,1.3557884956994604,0.01191246426106675,0.005870053685613693,0.024210508851776075,0.6680860552173092,2.7513857394809778,0.16174385633270327,5.694241982507288e-06,0.9128612601339993
cupla,ComputationalRadiationPhysics,0.03281948866651339,0.17243527566247127,0.019691096476333984,0.015741884313962038,0.025408305600285532,0.16109802646781593,0.01994468155590927,0.017176916581742904,0.05133857163874542,0.03588158236268689,0.012274035208803763,0.01419534483814941,0.029625480391961688,0.02732335303855293,0.0581357965245843,0.020916513967163423,0.016715395746423917,0.03417623554739882,0.05678803286898663,0.037756339060690466,0.04534987100564382,0.02854575369068805,0.012274035208803763,0.01611346262781059,e508b27cb8874b128cd72f83431c1ad4,3.0,1487.0,3,0.0196078431372549,1,51,0.3363095238095238,0.6768518518518518,1.606060606060606,12,4,3.4807692307692313,7.01923076923077,32.9230769230769,0.0003844675124951941,3.08675184936113,0.013271604938271604,0.0314913844325609,0.0065943043884220355,17.0,1.0,0.5401334776334775,0.22763172398589063,1.0870650953984287,0.010590852502617206,0.0044633671369782475,0.021315001870557425,0.45812842935528114,2.579430670339761,0.11310409580498865,7.538578676376356e-06,-2.7210079613850864
SoundJS,CreateJS,0.012963864833597613,0.022415593018237232,0.0310859154687812,0.03743831965677588,0.017050766611212728,0.10292588826731487,0.022011678335904485,0.013563020247349282,0.013073779934005726,0.03447000343747289,0.020186963085615576,0.02838822560298522,0.018863584729071882,0.04961820467165517,0.034126189387779664,0.03521243037828645,0.017331273561738282,0.02825391112012628,0.023256662503711337,0.012356257257329313,0.033484756699855754,0.03388839553492698,0.33133633090460685,0.013798329468804185,1a78200aa1cf40b3bf78f41a7726c922,37.0,2255.0,27,0.8630136986301371,63,73,0.5673271156573688,0.5965539392876655,2.3688606925720332,212,3,3.2080291970802923,29.6094890510949,77.7189781021898,0.7447926440232692,2.9135254988913526,0.5148342215770264,2.0443592278361384,0.4896110724166334,2.703703703703704,6.18518518518519,1.3439189041110087,0.3384412257101124,1.4131531777775541,1.159820424095802,0.29207941396900117,1.2195705506847387,0.35587660247963177,5.611500980812853,0.32186005616010954,0.6427662544310405,-0.9054651527404272
anaconda,DamnWidget,0.0226069994036783,0.015181084044695812,0.01683828290444989,0.0435151020480719,0.02033645717180049,0.029343003227746075,0.19926063495816435,0.012513067877414276,0.015758325750892033,0.02396431978262144,0.02606146461841156,0.030190881174200268,0.016204116017823768,0.033218623440693686,0.01842915331493417,0.22284328584067467,0.013065998052242116,0.03630033468504493,0.03240470019910408,0.01515329892483388,0.04392727051994631,0.030826334193543706,0.05330359362830807,0.01551057221676812,17479de345a24811b721e67e5fefbf66,2.0,2412.0,81,0.7272727272727273,96,132,0.5844257117553594,0.5581673842263568,2.0388234219420847,536,13,4.846694796061885,7.9873417721519,69.9592123769339,0.5289256198347108,4.925373134328358,0.4059399158009868,1.4827806705033344,0.4250368812766249,1.6296296296296295,24.358024691358,1.1915408295120002,0.32620737080511575,1.1380047363248431,0.8665751487360002,0.23724172422190237,0.8276398082362496,0.31155082881409346,4.156800945859632,0.34155341256075844,0.38467317806160783,-0.6935868354336611
pact-jvm,DiUS,0.015024319414849241,0.02540502840628757,0.024200314642090357,0.015060967085761497,0.0328258323198138,0.013839692566742676,0.012863686224854466,0.1954726013907343,0.030355771639509168,0.054274790065776235,0.07077378263555617,0.014644189691889154,0.019809325164888817,0.013195504990659327,0.05537664618073551,0.02578470079186301,0.017422073873694575,0.02702821383676972,0.01894414264759577,0.016365691575344347,0.19152000916940584,0.04583690472804496,0.01386720467909004,0.020195676573946598,54a76c37549142988868a5451b736cbb,39.0,2149.0,137,0.7781569965870307,228,293,0.5522508701605054,0.5636533920945322,2.049641306546739,363,24,3.6292875989445914,9.18073878627968,55.692612137203206,0.6055283113373482,12.270823638901813,0.4386108307083733,1.5949427231831281,0.4297378784866732,2.1386861313868613,47.5839416058394,1.131916195057352,0.311278076253126,1.1552872750121383,0.8808085067340486,0.24222321292052124,0.8989948761186606,0.3177051464196725,4.201029485502623,0.30498102359303547,0.47119609209868735,0.5302077286595485
configobj,DiffSK,0.029059696209151293,0.020613422605674715,0.0238964069634676,0.013298928004223855,0.03932369814428967,0.028457987777073868,0.14316503518493845,0.012510147772263737,0.019836090388707817,0.02307629139686469,0.21500760292401536,0.017303825862472876,0.021778094090404918,0.010245035076513887,0.036720419797347865,0.016264666337519884,0.019979963509831576,0.06848102340300102,0.06706187900272198,0.016692045447416603,0.035526763397501784,0.07302870172425173,0.01053896094672382,0.01130659164628014,227afd7c4f2946f1a942429a39eb4707,6.0,2246.0,10,0.6060606060606061,20,33,0.5222929936305732,0.6752679749495071,2.3812612612612614,75,5,3.401408450704225,17.5704225352113,140.56338028168997,0.3673094582185492,1.3223508459483526,0.4092533181512164,1.4431886431886434,0.3165412082609535,3.3,9.1,1.2437160727606589,0.352687732139233,1.6079894697176011,0.7537673168246417,0.21375014069044423,0.9745390725561219,0.45598683799240813,5.670405194383573,0.272789971195586,0.22261179285972676,-1.0712101368148093
raphael,DmitryBaranovskiy,0.016828753118719078,0.024205961186471087,0.037950050985826066,0.041363110468659314,0.03544915316299508,0.030698762972509223,0.020083164077308653,0.012931393659729128,0.016478864436733052,0.0296050444339177,0.029306235546619507,0.14723983836760854,0.05339024932742248,0.188108427216978,0.02341297503413465,0.016807602280054647,0.02092285372946464,0.03293748503906061,0.018143750385119947,0.01361292238747812,0.018122818382035128,0.04560038121417165,0.09166309102171,0.01952765733336592,dacca26650074f6ba1aeb7e58764f057,552.0,3574.0,30,0.967741935483871,60,62,0.5724037406368426,0.7576448778227216,2.8217988069728386,657,2,2.5651577503429355,109.12482853223601,137.684499314129,0.9365244536940688,1.5612758813654168,0.7332047204736015,2.7307730390059732,0.5539391038421058,2.066666666666667,1.0,1.6152081924358326,0.43367876214006945,2.137921412349238,1.5631047023572573,0.4196891246516801,2.0689562054992625,0.5740257608910068,7.962548507033335,0.3276460422950498,0.906313987445873,-2.031966314564868
dozer,DozerMapper,0.03517484519111573,0.0328998626446443,0.025442529259035826,0.018043940558602086,0.0257422573498038,0.019960140362076585,0.0208555447716327,0.1985555478066328,0.04540431518336666,0.0227308164037703,0.047946898853711666,0.015341247472392974,0.019715936784250813,0.016891885074008194,0.13247844424083466,0.03952225486396766,0.02078983498218118,0.058189592043273765,0.056670676393159584,0.019609982470722227,0.015780530218034983,0.03244767890113299,0.012081976252470593,0.03650107685491809,cf29e2af1da44d20840cac6a76073725,115.0,2742.0,20,0.2631578947368421,25,95,0.6047647248842468,0.6630588914403557,2.228818499805674,251,15,3.4106280193236715,306.067632850242,239.765700483092,0.06925207756232686,3.1181619256017505,0.17448918195798832,0.5865311841593879,0.1591486118116439,4.75,28.55,1.3479108068518983,0.4009946280639804,1.477837923702907,0.35471337022418375,0.1055249021221001,0.38890471676392285,0.4396470935181134,4.967631905076016,0.36574037246431873,0.018224230937454438,-0.6249871718315207
consul-api,Ecwid,0.01197832560756747,0.0440576394198474,0.032461493921043895,0.017381303307386287,0.0241035832300412,0.017554985532849468,0.026745287487456887,0.18520429772064556,0.029429567005971206,0.03169858324925722,0.07105478272998925,0.01466437178715971,0.0873403992613789,0.016616075163741844,0.04690290355811949,0.0239078841108528,0.01662707380857897,0.031990675492825346,0.049762027922393,0.012694160841544223,0.13528401332311565,0.018332524982899983,0.019756021203693026,0.012996860565791218,bb2500b682d14e4eb2dcb73eb50b8495,20.0,1411.0,29,0.4477611940298508,30,67,0.5080687830687831,0.5328383626177744,2.035557506584724,72,18,2.3307086614173227,54.5354330708661,37.992125984252,0.2004900868790377,4.2735648476257975,0.23858434147064525,0.9114436596648016,0.22749348495617155,2.3103448275862073,22.0,1.034203225237027,0.2707185384675756,1.0846231288229238,0.46307607100165393,0.12121725603025775,0.48565214723414507,0.2839167206771908,4.143494362613418,0.2581338883289942,0.08977168069210645,-0.4256287830665849
kryo,EsotericSoftware,0.023123816911560985,0.06230382638625227,0.011347128455168928,0.015599475040888556,0.017062258226796984,0.02091864419599565,0.015262941148561929,0.26802728639199186,0.018549569235541498,0.027546330131590368,0.11898312649689614,0.012391737824879014,0.01710284274716217,0.019210940666066916,0.09372495494209802,0.021927482736511874,0.019488235050095958,0.034730942469949906,0.02549757199147,0.015951360738478026,0.03739866701742778,0.03985213574236975,0.011350079792766615,0.030261118976542583,d86e51d0ff0b450f9d3184067fdd68eb,0.0,2314.0,2,0.9726027397260274,142,146,0.5836231884057972,0.6987121618126751,2.256597506597507,300,1,4.798347107438016,38.127272727272704,137.457851239669,0.9459560893225746,5.67847882454624,0.6795693628589032,2.194772917375657,0.5676335120111178,73.0,30.0,1.317002631749009,0.4077846196550208,1.5767121221758365,1.2809203678654744,0.39661243829460924,1.5335145297874573,0.48819868506494196,5.092232306782085,0.3406160260449486,0.9200394841356547,1.6437576691330995
factory_boy,FactoryBoy,0.029207411171864976,0.01618837362963505,0.01560957783233076,0.03062298908756848,0.017089906861412457,0.016448169196582985,0.13191652128271744,0.023211390240502925,0.0159849294433561,0.060778073931817014,0.0955896711382786,0.017981436407086014,0.015056572906548084,0.01407021502365863,0.2099828957597373,0.02556749652235229,0.02745361086605481,0.060430733972615815,0.03877429159191649,0.0204126314794232,0.021900357381966197,0.04039642726135348,0.019099677976193098,0.022806337535957108,c3115bd584a041a8aae0f3f6a51db6ea,67.0,2817.0,41,0.7407407407407407,60,81,0.584091978996922,0.6513844107277009,2.166753061042095,350,14,3.1479289940828403,28.416173570019698,131.422090729783,0.5486968449931412,2.587859424920128,0.4825069709094081,1.6050022674385886,0.4326607251829052,1.9756097560975612,65.9512195121951,1.2655830834217157,0.3804684095496867,1.4113891658593472,0.9374689506827523,0.28182845151828645,1.0454734561921089,0.42430165053907415,4.694818827535288,0.34116343992854076,0.40644210740232684,0.840781302959096
fine-uploader,FineUploader,0.03271962008117523,0.020023058788659964,0.0250005818714454,0.032614279513064164,0.015298779317368772,0.021752971113916626,0.018233178143007643,0.02485468349259768,0.013737237637192323,0.032987484034291116,0.035748222616801203,0.08775373660057206,0.018470822010777703,0.029067383965605938,0.031928459325099995,0.0185739664924935,0.013350218322096884,0.05223770338163232,0.03200296810526152,0.01570754787235844,0.1762200044049145,0.049514412215061365,0.17323401288293053,0.014374465709376815,ab744db5ca5949d29d101293d7804811,25.0,2282.0,94,0.5760869565217391,159,276,0.5879000303340538,0.5209937594071699,2.044819892763324,472,19,4.664779161947905,11.4337485843715,76.0385050962627,0.33187618147448017,10.8851884312007,0.3001377092236957,1.1779940686571322,0.33868153921418315,2.936170212765957,31.8404255319149,1.202149676983235,0.3062922469593279,1.0653384032413302,0.6925427486968636,0.1764509683570041,0.6137275583890272,0.271434497341216,4.181288393840612,0.34562644566678136,0.19118953932768964,-0.6657782581620052
PHP-CS-Fixer,FriendsOfPHP,0.24846396929508194,0.021745673620430696,0.020962898734526718,0.016657795727100463,0.04072551454869453,0.026303756352356086,0.02575002398480776,0.018029915826525862,0.013614647061841793,0.029224744324615963,0.10839246230047436,0.022663762846046636,0.016794938200605455,0.01647229027683841,0.057181285626162384,0.04083306496017967,0.014890388462403844,0.038489752288428485,0.022268979097389733,0.02593223655893201,0.02114297697396829,0.05194494919715264,0.014668592839360194,0.07122826667254714,bd910877c7b8480bacd3ecc56eda3df5,26.0,1349.0,126,0.23221343873517786,235,1012,0.6346217263807291,0.7561406712428576,2.1314516592620576,494,50,4.844317096466094,5.29799426934097,29.581661891117502,0.0539230811292162,67.5166790214974,0.17558602543682955,0.494951719295043,0.14736769337892425,8.031746031746032,65.9761904761905,1.3526655316979566,0.47986329817082557,1.6116772883561148,0.3141071145741302,0.11143070659105139,0.37425312526056026,0.5717487147075991,4.543086175770979,0.402744735594457,0.012521664096211272,-0.5188173911323588
pickle,FriendsOfPHP,0.06118438165652116,0.013238579927322766,0.02471087775538089,0.02690033745710496,0.01507752449079244,0.04368606663774699,0.24990938780225674,0.042164561877682534,0.013321693732265246,0.018092456825629433,0.03661494665882654,0.012780361834706532,0.014544639395791347,0.012229871936142445,0.019506456938365262,0.015704696480598714,0.02441871462010399,0.06706807267403712,0.046744841103510994,0.018887316424365117,0.021307896645912143,0.06210400082636625,0.020732952687130483,0.10670508682313892,5625dd6cd0a040e6af63c941dc3d71cc,12.0,2087.0,11,0.16176470588235295,11,68,0.4981032492165594,0.7624960734232381,1.870431893687708,43,16,4.266666666666667,28.608333333333302,46.491666666666696,0.026167820069204158,2.9324389075227595,0.12334495305375913,0.3025698651553645,0.0805755256085611,6.1818181818181825,52.9090909090909,0.9316682036841296,0.37980177168698315,1.426196974542469,0.15071103294890334,0.061438521890541394,0.2307083341171641,0.5814002619858561,3.4985154689241855,0.24810684688009388,0.004233029717077143,-0.7942651850849545
Torque3D,GarageGames,0.02738455158359871,0.0635732137034749,0.02801343571440229,0.061703101360865965,0.028590611793446036,0.10578847177712633,0.02606651719067452,0.014731753423349737,0.019021676969564638,0.0412701058610219,0.03129635477184463,0.07363982134507048,0.045471670100060285,0.06000835581669438,0.047428621054103205,0.029830900309763205,0.03538337789063595,0.04030298302489473,0.02515438984614465,0.01907087527299384,0.030522236905565325,0.059127055386625514,0.044385970577338715,0.01966765693879112,df5dc8cfd77b4ca195f1892ee575c2a1,21.0,1696.0,22,0.2767857142857143,31,112,0.5609604105571847,0.6746656250139451,2.1886102403343783,88,19,2.969465648854962,14.7480916030534,26.263358778626,0.07661033163265307,5.943396226415095,0.18673780692350267,0.6057760486639797,0.1552658279220779,5.090909090909091,103.136363636364,1.2277236989676317,0.3784607059966423,1.476580095707114,0.3398163809642552,0.10475251683835635,0.40869627649036194,0.4551737055754572,4.790014784096505,0.31467658221248523,0.021204645362609333,1.0080841432631074
HotswapAgent,HotswapProjects,0.01851169154597029,0.018869555515320557,0.027264939588077592,0.010407651114319242,0.020860064677449303,0.023756814190992775,0.0221117816816793,0.4367120990359377,0.04282237297625962,0.013038326152113837,0.01631662158865426,0.013209933331653255,0.024273311677597352,0.013314579928001915,0.042892161579524635,0.01631442363610241,0.016508329889055953,0.046598555450675205,0.02011938431515678,0.02504157094778354,0.020467974179521647,0.018852849195558408,0.028966453060188063,0.031430252400268595,865dd097fafc42178f47ecea3776ba31,60.0,2137.0,23,0.7708333333333334,37,48,0.5218547823538694,0.6269086985696343,2.2351677852348995,159,5,3.6103896103896105,45.008658008657996,113.87012987013,0.5941840277777778,2.021525503041647,0.4832421218140931,1.7229418344519016,0.4022630613977744,2.0869565217391304,64.3478260869565,1.1664329980881387,0.327155302447804,1.4012461273263825,0.8991254360262736,0.2521822123035156,1.08012722314742,0.3930145163422726,4.995975028151886,0.2723324138656044,0.45801685474537046,1.7012392834581835
shepherd,HubSpot,0.01774235400385851,0.015421170366163068,0.07409043379746914,0.03528712315011921,0.01664448890478867,0.06010757991168239,0.02409492836692911,0.011931367139667741,0.01724116334423049,0.031208286420982268,0.0293056481579161,0.22591761027559126,0.01891404372526093,0.038537621603210136,0.029151271336761576,0.017019481199638784,0.014126437103089681,0.1210857977722786,0.050498625145331724,0.01586138776161921,0.015742810345240242,0.03247176795806677,0.06132546335686478,0.012748268597867329,69cb12e093e3471b897e45d9bdb4d148,102.0,2251.0,25,0.3333333333333333,21,63,0.5316368868366459,0.6996523027276109,2.44850515202274,204,8,3.7452471482889735,91.9847908745247,154.475285171103,0.1111111111111111,2.518880497556641,0.23321743424253694,0.81616838400758,0.1772122956122153,2.52,5.08,1.301715656424858,0.37196097209019763,1.7131022678531291,0.433905218808286,0.12398699069673254,0.5710340892843764,0.4895133447120485,5.995177479481901,0.2826377794453606,0.03703703703703703,-1.7175596018860286
hypothesis,HypothesisWorks,0.04305498449773879,0.06715279321108814,0.02340746366695284,0.014692357365164568,0.020905968558105614,0.03328897740678995,0.06238182738485722,0.014571488077008097,0.013328793852516896,0.03856350990403745,0.08289948560530858,0.015468232784534247,0.023705558812914643,0.02031530614369108,0.08366032763638084,0.05419944566228227,0.014836212053387391,0.05955192483595936,0.1704316993403156,0.01321413378122609,0.03036141251541855,0.0560132105193288,0.014368098110603663,0.01503227595492604,6b45e442fbd14de8ae87462c14b46ee6,12.0,819.0,38,0.3595505617977528,32,89,0.6130958491599082,0.6361745950488771,2.106467148262814,153,17,4.021834061135372,4.05967976710335,13.061135371178999,0.12927660648907965,9.78021978021978,0.2287369330512816,0.7573814465664049,0.2204389570013153,2.3421052631578947,22.7631578947368,1.2914662649916402,0.39003600356545204,1.3400808850298584,0.46434742112058974,0.1402376642033086,0.48182683506691537,0.40471811538560276,4.437203846710472,0.37588652025710895,0.04648147649045561,-0.4353537699987406
spoon,INRIA,0.04210869609859997,0.03400005836574052,0.038506987550643315,0.016214931480072695,0.03982131057608651,0.031171161950738126,0.01708888620003871,0.13342616753944642,0.0186021308616084,0.03908225180884841,0.03797551879489964,0.02155860115009065,0.04199284157455901,0.018565233066958318,0.1763336366176792,0.021772128478025427,0.01937488435408492,0.05493989066209142,0.0436708821891734,0.01903280660475029,0.02098059020921892,0.04139447988005104,0.01630629256636278,0.019774378841556025,887d42e2255040898a3017bce9b49c6f,25.0,661.0,20,0.26666666666666666,16,60,0.604954954954955,0.5717460835614994,2.1554979637171416,74,10,4.019900497512437,6.11940298507463,11.157545605306801,0.07111111111111111,8.169440242057489,0.15246562228306648,0.5747994569912378,0.16132132132132132,3.0,35.2,1.3039791735460007,0.3458806262266188,1.2323975188800627,0.34772777961226686,0.09223483366043168,0.32863933836801673,0.326893584067913,4.646171471588744,0.36597049752455163,0.018962962962962963,0.13599344334278815
Sequence,IanLunn,0.01931292496103429,0.014378250441759041,0.016987183546171264,0.03294905549951626,0.014700456770991247,0.016360531471795718,0.014202207852070941,0.01217437778333468,0.01482441376621618,0.047187593944118665,0.017248193153943447,0.2621628131220271,0.019523677473915813,0.16467789820871576,0.022379919065554674,0.022869194721228867,0.01115796157102892,0.022925577786421982,0.01997029797972313,0.011411503370487151,0.02732903751390601,0.032737230792767684,0.12584658554243974,0.015153428145747326,7f9df00dc6f84f91ab857ed6845dac94,274.0,2979.0,5,0.19444444444444445,7,36,0.5541362530413626,0.4054241655863138,1.9885964912280705,96,2,3.031390134529148,58.542600896861,62.3139013452915,0.037808641975308636,1.0876132930513596,0.07883247664178324,0.3866715399610137,0.10774871586915384,7.2,221.0,1.101953408460324,0.22466022801042088,0.8062250731440118,0.21426871831172967,0.0436839332242485,0.15676598644466896,0.16436875404135878,3.9545160049245935,0.30706698693472106,0.007351680384087792,0.25941154372672803
MonkeyType,Instagram,0.02247866314795354,0.01674962940666339,0.02762314546448381,0.012303636939791234,0.014358719312788353,0.02083402308028029,0.1852665130413421,0.19317852691139864,0.015215252538252138,0.05855309738494133,0.06618358378663011,0.02011372808609968,0.01206894835214252,0.020663945437611447,0.09288878675307267,0.03156728981386708,0.011590919327800691,0.015947854612022642,0.034188298581411015,0.012315755754547277,0.019278459076810143,0.026738069303657696,0.040907792856349885,0.01424523169255775,6f165e2fd5f94753a30eaf3535a14779,47.0,868.0,14,0.28,14,50,0.5383695912024863,0.5425433938888257,1.9444958371877887,47,9,3.4736842105263164,16.7719298245614,23.0087719298246,0.07840000000000001,5.184331797235023,0.1519121502888712,0.544458834412581,0.15074348553669614,3.571428571428572,19.0,1.046857428961726,0.29208886517753657,1.0549733709105562,0.2931200801092833,0.08178488224971024,0.2953925438549558,0.29435333425240545,3.7810640608406394,0.2898418167315322,0.021952000000000006,-0.9201471506329297
ion.rangeSlider,IonDen,0.01589761032644187,0.02359884669987852,0.019773809063005663,0.03898085598443622,0.016276890857958456,0.014748989326492426,0.011059605488619229,0.014143284820151371,0.014669230290603312,0.016569765537163952,0.06565218669129537,0.35394320977215565,0.022631917830104088,0.0778802307404604,0.015265070480740509,0.012588857766568763,0.040368383692931636,0.01727837784884786,0.01597626524990503,0.014156717414357763,0.030694301954214787,0.024613575720470925,0.08149142943004566,0.02640650245036379,92fa6e0df4734b7fa72b07946458998b,88.0,2429.0,46,0.7833333333333333,94,120,0.5817951143672219,0.4281383922386783,1.9924598782512453,417,9,3.369308600337268,10.1939291736931,87.5261382799326,0.6136111111111111,4.446274186908194,0.33537507392029803,1.5607602379634755,0.4557395062543238,2.608695652173913,34.7391304347826,1.1592034227392842,0.24908882487750034,0.8530485688745608,0.9080426811457727,0.19511957948737527,0.6682213789517393,0.18330248290872034,3.969896366440967,0.33848555510156875,0.480662037037037,-0.1308333320167501
JCTools,JCTools,0.049073445783919034,0.066902297195767,0.027078412581181183,0.038624388944123685,0.04535123549968652,0.01760567389068684,0.016375106961830803,0.06661382227335215,0.04166745439459736,0.036593460277676716,0.02238932141701237,0.01612524243278636,0.01649650206996335,0.020566876163337255,0.16995441917204052,0.01942235729004738,0.02195181973854413,0.03173643355100339,0.021067841306940657,0.01620851571397217,0.12404506741955446,0.05443658116431052,0.010866925165345128,0.01515472968050463,1ece3b65937148acba6bf10fc4aceeab,76.0,2185.0,16,0.35135135135135137,26,74,0.5815884732770246,0.5328957023777121,1.9714611872146117,73,5,4.580188679245283,42.4056603773585,70.6698113207547,0.12344777209642074,3.0480549199084668,0.18723362515973666,0.6926755522645934,0.20434189601625188,4.625,149.8125,1.1465791019970564,0.30992599796174125,1.0505831940711288,0.4028521169178847,0.10889291820277396,0.3691238249439101,0.2839778296126351,3.886659212693646,0.33824515224870033,0.04337354154739108,0.6275551736240684
jsonschema,Julian,0.029064701907407807,0.0182346846012555,0.0193739231375494,0.014121241671146954,0.03768231248205798,0.10630933377706936,0.06244939826304478,0.013020908109886388,0.016185742971764606,0.025738013484373063,0.3001587999645151,0.014210991945316775,0.015744225736991822,0.011177697083877244,0.04650867798895298,0.018899090325047496,0.01847050930035677,0.02643052753210352,0.030924497521482405,0.06350922241597258,0.02942344305667145,0.033080388973147135,0.01895390203993995,0.01693769424037567,ced077f17c2141bdba5bb7e7f9c516ac,23.0,2945.0,22,0.4130434782608696,38,92,0.6320395097859887,0.5114523134624768,2.0130179866838915,350,9,4.847953216374268,5.3274853801169595,61.0175438596491,0.17060491493383742,2.8115449915110355,0.21125204251711,0.8314639510216074,0.2610597975202997,4.181818181818182,212.409090909091,1.2723069014940647,0.3232580694797336,1.0295627063310535,0.525518068008418,0.13351963739380304,0.4252541613106526,0.2615834689461196,4.052241414712868,0.39947394193051283,0.07046724747267201,0.6028890466977753
g3log,KjellKod,0.026017684437748455,0.05726613092746486,0.01698196226359841,0.02208569013759836,0.02475915385153273,0.3355947113845683,0.02848455005849915,0.013261924586990327,0.03204252663821382,0.02846047112011704,0.030389381073044182,0.015054034798894918,0.012560616067157507,0.01314013560884186,0.05033319408495079,0.017173300320603727,0.01959726827797191,0.055449201174123185,0.023367786954845732,0.022882734874969925,0.062282157098424835,0.04609500838200994,0.017319095517255342,0.013447893744198984,74bb43b9e47845d69ff4a90f99984513,44.0,1732.0,27,0.32142857142857145,18,56,0.5335061443932412,0.4869915034286808,1.9644291451520368,84,12,4.448132780082988,9.356846473029051,50.2863070539419,0.10331632653061226,2.909930715935335,0.15653298324493312,0.631423653798869,0.17148411784068468,2.074074074074074,52.4074074074074,1.048035019163774,0.2598129593465034,0.9566603027767087,0.3368683990169274,0.0835113083613761,0.30749795446394207,0.23716072441172684,3.858981866322762,0.2846288061053419,0.03320881924198252,-0.13752239037743028
php-github-api,KnpLabs,0.023215364506117338,0.017610449276941074,0.02805883024678859,0.046129796785551236,0.01639246699170605,0.012387777647571256,0.015352149210130313,0.05829112949439848,0.02311805044603853,0.0386708367676538,0.0562447153872249,0.02309856253471991,0.017847352691492294,0.023408919505851517,0.0962375423508977,0.023515237626868416,0.018050527204887,0.1144585234873724,0.06760880410470298,0.021794721772830476,0.0804193374566887,0.04305490003165164,0.053680411308735916,0.059353501205045525,d15bb807d2b0464abaf9c42d857bf45c,220.0,2677.0,11,0.5384615384615384,21,39,0.6030155903716324,0.6003342079377367,2.7679282196586388,251,12,3.067961165048544,20.2669902912621,30.5566343042071,0.28994082840236685,1.3111692192753082,0.32325688119724283,1.4904228875084975,0.3247007025078021,3.5454545454545454,1.0,1.6691038694837557,0.36201088681986066,1.6616819953772788,0.89874823741433,0.19492893905684805,0.8947518436646885,0.36040116122022975,7.661426629182642,0.3636278022312484,0.15612198452435136,-2.3823092443803286
